CustomerID,Recency,Frequency,Revenue
15723,364,41,203.10000000000002
16727,363,46,272.82000000000005
16565,363,3,173.7
15503,362,70,147.09000000000003
17251,362,39,283.2799999999999
14413,361,23,122.70000000000002
18004,361,40,169.47
16665,361,9,135.40000000000003
15454,361,25,179.10000000000002
15361,361,7,418.92
17303,360,53,250.04
17524,360,6,145.0
13948,360,3,101.99999999999999
16202,360,18,365.27000000000004
18141,360,1,35.40000000000001
16262,360,3,31.65
16812,360,15,479.34999999999997
16499,359,22,411.8
12797,359,17,313.88
13295,359,11,204.45000000000005
17525,359,9,422.70000000000005
17551,358,43,306.8399999999999
18050,358,5,74.4
12666,358,2,227.44
17752,358,1,80.64
13829,358,1,102.0
17496,358,10,271.05000000000007
15789,357,25,351.29999999999995
15224,357,16,333.68
18269,357,8,198.3
14373,357,4,76.55
17691,357,19,290.40000000000003
13874,357,18,540.45
12551,357,10,168.0
15204,356,9,316.58
15160,356,4,158.16000000000003
13033,356,11,190.55
17343,354,17,193.64000000000004
18256,354,4,50.099999999999994
15279,354,21,303.61
14119,353,1,19.9
13369,353,19,352.81
15460,353,58,216.75999999999988
18176,353,33,504.05
16270,352,54,1141.2400000000007
12515,352,16,383.7
12734,352,4,110.39999999999999
15562,351,1,134.55
13922,351,7,172.25
13304,350,21,300.42
16282,339,11,168.3
15266,337,6,119.3
15464,337,157,1048.8500000000001
12503,337,1,1126.0
12386,337,10,401.90000000000003
15823,336,17,870.76
13187,336,37,236.02
15607,336,13,104.76000000000002
12489,335,15,334.93
15649,335,2,816.0
14889,335,10,135.9
17128,334,14,157.09000000000003
12793,334,24,545.48
12651,334,9,113.99999999999999
18032,333,5,73.5
16850,333,19,332.4100000000001
15326,333,29,311.71000000000004
12736,332,4,234.0
16351,332,8,153.9
13144,332,3,110.94999999999999
15346,332,17,252.42000000000004
17569,331,29,344.14
14270,331,29,492.65
14185,330,3,197.65
15447,330,9,155.17000000000002
16315,330,14,226.37000000000003
15510,330,1,250.0
17406,329,116,2472.1200000000003
18085,329,29,689.9500000000003
15100,329,6,1116.8999999999999
12672,329,10,225.9
13385,329,35,534.5699999999998
18106,329,39,430.7000000000001
12872,326,66,599.97
15316,326,1,165.0
14238,325,8,146.84999999999997
18212,325,43,248.41999999999993
13859,325,28,201.16000000000003
18233,325,1,440.0
12346,325,2,154367.2
13898,325,12,155.92999999999998
15395,325,7,107.45
13693,324,4,31.999999999999996
12665,324,4,64.25
14090,324,1,76.32000000000002
15171,324,7,1544.5
15262,323,10,178.95000000000002
17862,323,11,330.9
12402,322,11,225.60000000000002
13008,322,15,280.47
15422,322,6,97.7
15174,322,11,135.75
13284,322,14,206.23
17890,322,94,602.09
16387,322,4,94.36
12829,321,12,332.95
12652,321,51,925.4300000000005
17714,320,10,153.0
15167,320,41,163.00000000000003
14068,319,24,265.84999999999997
14368,319,8,155.0
14782,319,6,200.10000000000005
14439,319,32,2661.24
15820,319,17,206.97999999999996
13551,318,4,91.80000000000001
15052,318,30,215.77999999999997
14130,318,67,483.8599999999998
15222,318,5,585.0
16757,318,7,106.83000000000001
15213,318,25,331.65000000000003
13703,317,1,99.5
16222,317,137,846.7199999999999
14248,317,8,302.58
13002,317,7,120.94999999999999
17094,317,15,333.8
17118,317,10,157.01999999999998
15661,316,5,309.80000000000007
12591,316,26,452.8499999999999
12764,316,45,1693.8799999999999
13328,315,17,1308.48
16124,315,16,310.85
12574,315,11,218.45000000000002
12735,314,43,779.5699999999998
12501,314,160,2249.099999999999
12377,314,77,1628.1200000000003
17062,313,71,542.2699999999998
13161,312,8,112.75
15415,312,48,572.8100000000001
17431,312,43,403.30000000000007
17239,312,16,385.05000000000007
15448,312,28,494.64
13615,312,24,435.39
18095,312,21,580.05
17619,311,77,218.52
13506,311,29,464.22
13600,311,19,219.51999999999998
15881,311,32,564.54
14496,311,19,538.8100000000001
14627,311,5,21.85
17356,311,19,178.22
14850,311,22,373.35
13494,311,18,316.26000000000005
12373,310,14,364.6
14549,310,56,289.2400000000001
15107,310,20,391.34
15940,310,2,39.8
14457,310,4,113.64
12559,310,22,587.21
14411,310,14,1062.9999999999998
15226,310,8,154.41
17912,309,40,326.40999999999997
17223,309,49,426.78999999999985
12350,309,17,334.40000000000003
16030,309,29,331.23999999999995
13800,309,33,558.3199999999999
13581,308,10,118.0
17517,308,11,153.94
17226,308,21,393.49
17291,307,1,550.8000000000002
15090,307,23,381.32
13963,307,35,664.5400000000001
17392,306,62,457.91
13584,306,24,142.39999999999995
15808,305,210,3745.170000000001
14438,305,9,131.9
12956,305,19,108.07000000000004
14600,305,25,393.3300000000001
13809,304,12,155.04999999999998
17859,304,25,148.20999999999998
15753,304,1,79.2
17881,303,8,133.35
15843,303,8,118.94999999999999
15970,303,11,314.1
12401,302,5,84.3
17843,302,37,205.47999999999996
17358,302,59,365.84999999999985
13706,302,20,330.7900000000001
12561,302,16,238.85
16425,301,21,302.7
17850,301,312,5493.79000000001
16405,301,5,167.25
16403,301,15,193.95000000000002
16725,301,152,786.9700000000005
13819,301,36,1140.3500000000004
12505,300,1,4.5
13672,300,16,444.24
18250,300,22,355.62
18159,300,23,530.15
15638,300,2,94.0
12943,300,1,3.75
14497,300,31,493.27
12410,300,28,705.58
17334,300,12,307.44000000000005
16897,298,44,366.52999999999975
16084,298,38,436.18
15236,298,15,321.05
14431,298,22,542.96
17829,298,30,889.2400000000001
16738,297,1,3.75
13893,297,21,821.0999999999999
14176,296,32,579.8000000000001
14935,296,10,1784.71
16509,296,13,363.70000000000005
14386,296,7,142.4
15670,296,12,173.05
16494,296,50,826.53
16148,295,1,76.32000000000002
18138,294,8,152.65
14371,294,4,100.5
13932,294,16,307.4
14760,293,7,124.60000000000001
16765,293,1,34.0
12988,291,92,535.3199999999999
12707,291,33,603.4200000000002
16073,291,2,150.45000000000002
12365,290,23,962.0700000000002
13044,290,33,560.4700000000001
16546,290,31,1670.23
16349,290,9,53.5
16913,289,8,113.44
18114,289,28,220.1
15303,289,31,574.02
12852,289,20,323.34999999999997
17499,289,40,622.8799999999999
15397,289,6,94.0
18068,288,1,101.7
15590,288,1,30.19
17171,288,16,224.91000000000003
17117,287,9,116.2
12945,287,23,462.95
18056,287,19,363.65
16072,287,23,584.32
15543,287,28,127.86000000000003
13751,287,9,296.25
16997,287,12,702.0
13753,287,35,741.26
12361,286,10,189.90000000000003
13973,286,11,264.70000000000005
13684,285,31,70.23000000000002
14036,284,38,626.65
16339,283,20,109.95000000000003
12509,283,7,176.5
14046,283,14,154.98999999999998
17165,283,10,158.68
16078,283,1,79.2
15709,283,6,133.25
15319,283,16,204.50000000000009
15456,282,60,447.2200000000001
12866,282,26,559.1199999999999
13497,282,20,375.0500000000001
15733,282,10,162.3
12834,282,18,312.38
13166,281,42,419.7
16792,281,12,110.38
12873,281,4,374.0
17923,281,1,207.50000000000003
15087,281,15,306.94
12565,281,10,160.67000000000002
16159,281,14,348.19999999999993
17995,281,2,76.1
17789,280,14,225.90000000000006
15257,280,8,402.1499999999999
12817,280,4,166.04
13715,280,108,1104.7399999999998
17508,280,22,387.30999999999995
13382,280,15,222.98999999999998
14570,280,29,218.05999999999992
14779,280,41,386.1499999999999
17325,279,6,96.8
14670,279,132,411.5299999999999
17535,279,13,164.39999999999998
14247,277,20,136.77
15554,277,14,217.20000000000002
18280,277,10,180.60000000000002
12614,277,20,315.6
14012,277,11,328.8
17654,276,22,117.55000000000001
16598,276,11,149.4
14048,276,88,444.73000000000013
16517,276,17,162.7
15869,276,15,149.64000000000001
13345,276,22,401.4
15234,276,14,197.0
15944,276,6,325.09999999999997
16917,276,9,391.52000000000004
12623,275,18,305.1000000000001
17639,275,7,108.5
12881,275,7,298.0
17138,275,24,380.5
14165,275,25,122.54
15057,274,25,1489.5
13493,274,8,618.63
16471,274,13,223.95000000000007
14603,274,2,660.0
16625,274,23,333.0799999999999
18086,273,7,101.33999999999999
14727,273,10,268.58
14114,273,15,386.53
13133,273,7,109.79999999999998
17194,273,29,262.6199999999999
15049,273,3,121.17000000000002
13226,272,16,108.21000000000001
16766,272,34,1145.6
13708,270,51,296.88000000000005
14962,270,5,126.70000000000002
15308,270,21,318.67
14350,270,21,307.15999999999997
15388,269,10,140.54
16037,269,39,855.0200000000001
15047,269,22,343.62000000000006
17542,269,25,170.75000000000006
16392,269,45,221.18999999999997
13716,268,21,138.28000000000003
16061,268,1,29.95
13121,268,53,312.73
16152,268,29,1829.04
13358,268,29,439.03000000000003
13261,268,9,944.1
13299,267,5,142.50000000000006
13185,267,1,71.4
14840,267,4,62.85
13216,267,5,333.74
12845,266,27,354.09000000000003
14081,266,156,964.37
16216,266,37,914.93
16377,266,5,676.2
16976,266,2,251.52
12514,266,51,1017.6799999999997
13093,266,170,7923.469999999996
13707,266,48,806.4100000000005
13072,266,7,177.15000000000003
15695,266,22,409.98
16716,266,3,1482.6000000000001
14059,266,8,183.60000000000002
14066,266,7,152.55
15019,266,70,265.99999999999983
14041,265,21,141.41000000000003
17060,265,5,234.24000000000004
14155,265,6,118.75
14633,265,20,344.90000000000003
15703,264,5,211.5
12902,264,10,138.68
16402,264,60,299.59999999999997
14693,264,8,172.9
16096,263,12,320.62000000000006
15408,263,34,267.18000000000006
15445,263,5,113.5
17230,263,73,3810.1499999999996
14762,263,21,300.52
13934,263,31,922.1
18224,263,10,158.95
17678,263,16,298.11
17763,262,1,15.0
13262,262,11,200.29000000000002
16427,262,9,241.06
14632,262,8,114.55999999999999
16135,262,21,517.5500000000001
12831,261,9,215.05
15437,261,45,200.16
15457,261,58,237.07000000000005
16721,261,37,292.46999999999997
17102,261,1,25.5
13239,261,22,329.55999999999995
14870,261,13,327.25000000000006
17507,261,88,605.5800000000002
18191,261,7,207.79999999999998
13132,261,3,77.3
17486,260,24,396.8700000000001
12564,260,21,456.9
16250,260,24,389.4400000000001
12811,260,31,514.85
13341,260,42,775.85
13512,260,15,251.20999999999998
17698,260,8,154.95000000000002
16022,259,76,628.2800000000002
16769,259,40,380.3899999999999
16063,259,23,335.32
15178,259,3,40.5
14348,259,18,409.57000000000005
14536,259,19,171.79999999999998
13452,258,2,590.0
18071,257,25,453.0
16256,257,14,772.2300000000001
13357,256,90,609.9499999999999
14476,256,19,215.70000000000002
13368,256,29,623.4
12792,256,25,400.53999999999996
13649,256,23,346.6
15083,256,5,88.2
18010,256,14,174.79999999999998
16692,255,3,1276.0
15032,255,55,5454.1
13803,254,17,277.07
13439,254,54,283.71000000000004
16980,254,87,1078.9600000000003
17775,254,3,56.4
15353,254,63,777.0200000000004
15424,253,17,383.34
15832,253,54,836.7900000000003
15528,253,26,229.32999999999998
14256,253,54,1003.0600000000001
14479,253,18,316.25000000000006
13060,253,15,307.5300000000001
14890,253,7,125.65
13043,253,14,561.27
16619,253,16,248.01000000000002
15894,252,41,263.55
14957,252,12,58.49
17212,252,4,226.85
14886,252,18,364.80000000000007
13626,252,19,257.23
15589,252,30,500.48
13841,252,1,85.0
17701,252,24,417.94999999999993
17580,252,45,215.71999999999997
16162,251,2,37.4
15691,251,2,136.8
13781,250,17,127.84000000000002
12755,249,6,5420.699999999999
16142,249,37,535.3399999999999
13059,249,8,183.40000000000003
18185,248,17,304.24999999999994
17956,248,1,12.75
18108,248,19,277.35
16586,248,8,463.95
16105,248,13,336.96
15442,248,2,594.0
17492,247,12,374.57000000000005
14747,247,19,362.09999999999997
15917,247,12,123.10000000000001
14220,246,21,632.4000000000002
17140,246,20,465.3199999999998
14964,246,13,206.20999999999998
16378,246,23,362.9500000000001
17438,246,19,398.6000000000001
17906,246,12,72.89999999999999
16144,246,1,175.2
12580,246,24,415.69999999999993
13712,246,10,228.84
14465,246,130,1058.6200000000006
13718,245,12,306.54999999999995
14981,245,8,102.12
16643,245,27,487.5100000000001
15119,245,14,266.4
14924,245,10,310.05
16623,245,5,129.45000000000002
16010,245,86,407.4999999999999
17035,245,32,478.73
15775,244,7,104.9
13863,244,22,312.0
13508,243,12,110.97000000000003
12447,242,26,476.49000000000007
13570,242,27,239.48999999999995
18129,242,14,112.54999999999998
13501,242,53,1370.1700000000003
17574,242,8,185.65000000000003
14616,242,3,406.08000000000004
16552,242,17,379.7300000000001
14669,241,170,1269.9899999999998
17972,241,31,136.04
17278,240,15,246.04000000000002
15363,240,17,333.95
13484,240,8,313.8
15777,240,22,1072.6100000000001
16697,240,21,112.75000000000001
15109,240,31,506.1500000000001
13740,240,23,350.75000000000006
16097,239,10,185.04999999999998
13221,239,66,847.41
12982,239,34,403.87999999999994
15139,239,13,178.96
15212,238,7,114.65
15935,238,12,416.8600000000001
16957,238,16,416.63999999999993
15230,238,23,429.6000000000001
17362,238,35,312.22999999999996
14154,238,52,1345.6200000000001
14206,238,21,348.05999999999995
14619,238,22,409.37
17601,238,9,116.01
17142,238,15,579.0
12582,238,22,511.3599999999999
13120,238,1,30.6
12769,238,32,1143.5999999999997
12639,238,22,486.1
17367,237,34,168.39999999999998
15246,237,33,514.1500000000002
18213,236,15,232.48000000000002
17990,236,29,630.8400000000003
16193,236,19,314.45
14532,235,64,932.85
17582,235,29,175.27000000000004
13474,235,64,229.59
17697,235,19,338.95
12754,235,65,3072.360000000001
16947,235,21,406.48
15973,235,6,515.8700000000001
16617,235,5,151.85
15749,234,15,67532.70000000001
16217,234,19,349.11000000000007
18009,234,33,262.44000000000005
14672,234,61,765.55
14326,234,9,200.85000000000002
17746,234,8,121.7
14339,234,18,329.12999999999994
14242,234,16,280.55000000000007
15717,233,7,150.3
12585,233,97,2097.3899999999994
13101,233,8,101.19000000000001
15225,233,23,409.40000000000003
12733,233,22,383.95
17217,233,9,113.5
14148,233,3,157.2
13485,232,23,454.23999999999995
15517,232,27,267.03000000000003
17120,232,18,307.46000000000004
15135,232,10,150.95000000000002
15655,232,37,610.0199999999999
17946,232,20,149.57999999999996
12506,232,23,73.49999999999999
12354,231,58,1079.4000000000005
17718,231,6,139.35
14770,231,52,876.4199999999997
16587,231,13,225.15
12622,231,11,180.10000000000002
13482,231,11,184.64000000000001
17670,227,11,205.70000000000005
16834,227,24,413.45999999999987
17277,227,69,1065.3500000000001
16823,226,38,358.38
12573,226,28,160.54000000000005
14586,226,27,340.56
16698,226,5,1998.0
16965,226,26,201.19000000000003
15891,226,62,524.52
17187,226,10,203.95
15223,225,32,1056.6000000000001
15143,225,14,259.45000000000005
13229,225,10,160.95
14271,225,10,112.32000000000001
17893,224,16,112.25000000000001
14022,224,28,440.0
17991,224,5,93.35
15210,224,20,331.18000000000006
16163,224,7,1271.6000000000001
14311,224,27,390.81
14304,222,27,569.8000000000002
16634,222,9,217.9
16055,220,8,134.8
17501,220,18,288.59999999999997
17443,219,1,534.24
18220,219,4,312.78
16610,218,6,75.66000000000001
17646,218,54,1021.12
17394,218,4,203.86999999999995
13731,218,38,610.59
16227,218,7,320.12
16990,218,1,179.0
17374,218,28,495.76999999999987
16109,218,18,611.8799999999999
14340,218,6,134.70000000000002
13711,218,13,252.06000000000003
16714,218,94,1411.5299999999995
15147,218,29,638.3499999999999
18239,218,88,1561.61
16457,217,9,208.35999999999999
14199,217,2,185.39999999999998
17849,217,26,605.8
14423,217,3,265.2
15759,217,7,253.04000000000002
14697,217,22,188.61000000000004
18183,217,44,663.6200000000001
14393,217,5,67.94999999999999
15235,217,143,2247.510000000001
17548,217,17,348.08000000000004
15668,217,1,76.32000000000002
16319,217,3,404.40000000000003
17174,217,4,59.9
18227,217,5,93.75
17604,216,63,309.36
18078,216,29,336.13
15552,216,17,90.12000000000002
12414,216,18,562.4100000000001
13723,216,6,199.85000000000005
14161,215,108,1110.5200000000002
13642,215,66,354.7999999999999
13561,215,14,141.86000000000004
15092,214,26,457.80999999999995
14353,214,6,90.6
16756,214,13,239.40000000000003
18120,213,17,111.15
12355,213,13,459.40000000000003
14699,213,8,109.13
12821,213,6,92.72
12888,213,7,394.47
17597,213,55,2044.3700000000001
15381,213,8,596.85
16306,213,44,662.2700000000002
15063,212,5,370.8
16431,212,83,642.81
13990,212,16,311.29999999999995
14920,212,57,977.7699999999999
16297,212,23,328.40000000000003
14149,212,40,633.81
15079,212,48,897.5599999999998
13052,211,18,348.15
15732,211,14,294.12
14288,211,17,439.35
17889,211,21,203.87
13235,211,59,1960.9699999999998
12625,211,91,2753.3199999999993
12976,211,22,738.5999999999999
16244,211,91,1522.7500000000011
16943,211,33,816.7299999999999
14988,211,40,334.5400000000001
13837,211,19,271.24
16006,210,8,101.4
18133,210,2,1147.5
13952,210,138,3256.051000000001
17970,210,31,582.59
12770,210,12,1351.45
12857,210,46,1106.4000000000003
14873,209,28,519.68
14689,208,13,112.80000000000003
15333,207,16,1028.5600000000002
17263,207,23,63.440000000000026
15813,207,40,1303.91
14489,206,30,463.38000000000005
14888,206,20,369.20000000000005
13976,206,10,357.98
14320,206,42,612.4699999999998
17504,205,140,3248.7800000000016
14000,205,16,637.6100000000001
18218,205,24,697.7800000000001
12690,205,16,389.01
16116,205,35,632.68
17556,205,6,157.9
13572,205,33,1384.2500000000005
13531,204,22,483.80000000000007
14896,204,43,468.77000000000004
17245,204,9,171.45000000000002
17871,204,10,155.89999999999998
12897,204,4,216.50000000000003
14620,203,30,432.28
13762,203,14,613.44
15648,203,28,714.8
13887,203,19,349.54999999999995
12353,203,4,89.0
13391,203,1,59.8
17455,203,8,131.7
13151,202,75,1265.3700000000003
13243,202,58,600.0700000000002
16226,202,8,255.12000000000003
18048,202,7,172.29000000000002
14195,201,8,1061.2999999999997
13227,201,9,257.7
17176,201,15,306.12999999999994
14647,200,30,243.22
15724,200,12,224.20000000000002
15292,200,25,180.94000000000005
15705,200,6,143.10000000000002
13339,200,54,860.1199999999999
17715,200,1,326.4
13223,199,5,163.2
14817,199,63,1110.3399999999997
13737,199,30,339.5999999999999
18202,199,68,1396.9900000000005
15314,198,24,327.97
15042,198,5,135.93
15882,198,24,537.3600000000001
17955,198,19,557.3
17770,198,38,1143.2699999999998
14705,198,1,179.0
14985,197,87,296.7499999999999
14009,197,44,705.2899999999997
16448,197,20,188.89
15729,197,6,108.0
13479,197,16,310.9
12974,197,8,144.8
16356,197,32,213.21999999999997
12547,197,8,207.8
16838,196,26,594.8000000000001
14816,196,4,271.84999999999997
17550,196,42,267.16000000000014
13659,196,108,1595.5500000000009
14828,196,17,2139.7599999999998
14280,196,8,134.04000000000002
13135,196,1,3096.0
16275,196,33,559.8700000000001
12999,195,28,455.87999999999994
16323,195,1,207.50000000000003
16034,195,22,437.7
16889,194,135,1578.6700000000003
17152,194,16,1875.5
12426,194,30,582.7299999999999
15897,193,24,222.05
16567,193,35,865.6
17051,193,43,247.13999999999993
15925,193,12,207.15
16483,191,19,139.34999999999997
13398,191,26,457.34
13070,191,9,228.8
17454,191,61,517.5300000000001
12790,191,21,324.9200000000001
18231,191,126,2100.370000000001
18190,191,16,294.41
16810,191,16,343.44
14377,190,11,617.0500000000001
16424,190,6,184.56
13475,190,86,1431.7800000000002
17472,190,181,710.29
13062,190,11,346.98
17820,190,5,24.05
14740,190,93,1473.2099999999996
16449,190,43,740.6899999999999
17578,190,6,162.17999999999998
15918,190,40,334.23
14453,189,22,119.93000000000002
12590,189,70,9867.140000000003
15658,189,56,1089.2999999999997
16529,189,30,455.24999999999994
17375,189,71,427.6999999999999
13294,189,54,873.7399999999997
16230,189,35,542.0300000000001
12601,189,29,584.5600000000001
16117,189,30,232.21000000000004
16967,188,21,319.02
15405,188,8,349.1
16659,188,2,39.12
13885,188,28,506.79999999999995
15508,188,92,1000.2700000000003
17708,187,35,267.08
14682,187,2,52.000000000000014
14512,187,23,275.28000000000003
16883,186,38,276.72999999999996
16963,186,7,110.55000000000001
13682,186,3,59.5
16849,186,8,124.57
15852,186,22,160.71
16520,185,157,1056.5200000000002
15386,185,31,394.14000000000004
16611,185,11,137.99
14542,185,5,103.25
12868,185,107,1607.0600000000009
14867,185,37,719.2299999999999
12891,185,3,331.0
17874,184,47,708.6600000000001
14375,184,75,257.6799999999999
17124,184,32,298.88999999999993
17987,184,13,198.57
16763,184,24,628.7999999999998
17026,184,4,154.83
17707,184,5,152.4
13395,184,21,307.72
14625,184,57,950.7800000000002
17854,184,15,311.26
12383,184,100,1861.8099999999993
17409,184,13,771.8499999999998
16955,184,26,543.6700000000001
14622,184,21,320.5800000000001
16832,183,12,199.15
12802,183,26,442.58
13811,183,14,1037.25
14241,183,10,213.70000000000005
15780,183,29,475.28000000000003
16113,182,30,161.38000000000005
13900,182,43,740.95
13462,182,10,159.75
13686,182,8,72.0
15609,182,18,326.93
17234,182,14,149.89
16614,182,26,506.18999999999994
13533,182,76,270.79000000000013
15098,181,5,79183.5
14450,180,40,483.25
18281,180,7,80.82000000000002
14823,179,70,321.42999999999984
14573,179,241,1703.1200000000022
12732,179,12,236.2600000000001
17795,179,46,350.38999999999993
15069,178,70,1109.53
17349,178,9,110.75
13080,178,6,58.08
14231,178,54,1029.36
13663,178,13,189.47000000000006
15643,178,36,680.6
13476,178,61,1384.1699999999998
12818,177,16,1566.2800000000002
15912,177,19,264.61999999999995
17749,177,35,674.52
17179,177,80,711.7899999999998
15574,177,168,702.2499999999995
16461,177,33,151.42
16644,177,62,833.7800000000002
17536,176,3,76.5
18165,176,10,302.46000000000004
14222,176,41,683.17
15585,176,31,455.3000000000001
16276,176,6,810.6000000000001
16257,176,2,46.95
17446,176,9,120.9
14037,175,28,147.20000000000005
14245,175,112,1709.4199999999996
13951,175,39,674.4499999999998
15219,175,9,305.75
18168,175,140,1206.2400000000007
14491,174,17,340.93
17616,173,3,571.2
15909,173,7,191.94000000000003
13005,173,29,558.4499999999999
13618,173,13,177.34
16805,173,98,460.5899999999997
14162,173,25,289.36
16050,173,10,137.9
16484,173,26,429.2000000000001
17879,173,6,178.52
13568,172,44,192.85000000000002
18062,172,27,720.5200000000001
15535,172,78,612.9000000000003
12837,172,12,134.10000000000002
15076,172,49,880.8499999999999
15921,172,25,336.03
17897,172,115,592.1000000000001
13343,172,22,402.93000000000006
15016,172,20,170.03999999999996
18260,172,140,2691.3999999999996
15825,171,20,532.94
16320,171,56,1038.4599999999998
15389,171,1,500.0
15700,171,89,729.3299999999997
15280,171,16,113.12
16739,171,16,333.45000000000005
15507,171,46,492.35999999999996
16526,171,15,290.35999999999996
17960,170,26,73.78000000000002
15412,170,10,190.52999999999997
13936,170,27,391.88000000000005
16114,170,8,135.75000000000003
16214,170,44,1062.7499999999998
17877,169,12,237.61
16247,169,16,114.56000000000002
14643,169,34,719.01
15041,169,67,180.35
14998,169,75,429.86999999999995
16287,169,8,142.50000000000003
15130,169,22,330.11000000000007
15384,169,43,649.0599999999998
16647,169,14,214.06000000000003
17709,169,7,137.45000000000002
17630,169,26,503.59999999999997
15379,168,196,3774.6900000000005
14656,168,80,291.04999999999984
17204,168,67,1776.2099999999998
13929,168,10,882.4500000000002
13937,168,9,158.85
14584,168,101,1055.2599999999993
17704,168,31,885.1899999999999
13856,168,17,413.6
15258,168,34,623.1599999999997
15665,167,116,2242.0100000000007
12809,167,26,494.25999999999993
15104,166,71,1052.3400000000001
17969,165,14,228.2
14795,165,6,131.45
15644,165,238,812.9999999999998
12548,165,5,95.19999999999999
13453,165,17,356.98
12493,165,23,450.69000000000005
17980,165,30,811.45
17110,164,12,163.3
15976,164,98,430.9399999999996
16473,164,19,317.35999999999996
13656,164,49,379.65000000000003
16545,164,3,339.3
14481,164,30,636.5100000000001
14351,164,1,51.0
13300,164,22,378.48999999999995
17900,164,11,209.4
15146,164,95,1340.6600000000005
17391,163,3,508.8
17408,162,2,32.65
15537,162,24,110.92
14327,162,12,311.65000000000003
16801,162,121,2371.6300000000006
16553,162,86,5775.069999999999
12424,162,30,1760.96
15578,161,13,127.10000000000001
14803,161,44,845.5500000000003
17891,161,34,203.85999999999999
17123,161,9,345.29999999999995
17505,161,52,1145.8400000000001
15483,160,88,233.81000000000006
16498,160,16,115.82
12922,160,28,405.3800000000001
17939,159,12,99.14000000000003
13833,158,29,384.7999999999999
17899,158,32,155.8
17105,158,90,665.7799999999994
17781,158,12,188.01999999999998
15007,158,12,156.91000000000003
17765,158,57,371.87999999999994
17464,157,9,289.96000000000004
16344,157,2,101.10000000000001
14338,157,34,622.22
15349,157,72,473.8099999999997
13826,157,12,204.35
15646,157,36,470.14
13085,157,29,559.7800000000001
18203,156,19,160.42000000000002
16338,156,11,214.8
16146,156,29,734.1300000000001
17046,156,22,642.02
14352,156,47,1078.96
14645,156,30,597.09
13253,156,36,1030.3999999999999
16829,156,11,197.22000000000003
15889,156,93,446.86999999999983
15334,156,99,351.66999999999996
17341,156,183,781.3600000000001
16919,155,327,2596.4499999999994
12450,155,8,197.88
12977,155,9,39.239999999999995
15512,155,7,120.99999999999999
13291,155,42,361.11000000000007
13583,155,53,781.03
12980,155,24,7657.740000000001
14459,154,37,1837.9200000000005
18013,154,31,187.29000000000005
14021,154,22,631.9000000000001
16581,154,11,141.24000000000004
13699,154,14,308.58000000000004
18072,154,36,494.87999999999994
13302,154,1,63.75
16091,154,18,315.06
14264,154,19,348.46999999999997
12648,154,21,318.05
14104,154,21,216.20999999999998
14905,153,18,632.4000000000001
15182,153,29,622.8499999999999
18037,153,19,70.02000000000001
14016,153,162,4353.959999999998
13338,153,24,542.2199999999999
15920,153,60,167.49999999999994
13955,153,33,322.9599999999999
17787,152,134,1865.1899999999996
18024,152,22,542.78
17126,151,262,1017.6499999999999
13678,151,16,232.59999999999997
15045,151,13,837.6600000000001
13754,151,12,282.59999999999997
14552,151,58,165.06999999999996
13675,150,25,486.8200000000001
18142,150,18,1024.1399999999999
13745,150,26,308.5400000000001
15265,150,82,1506.1199999999994
12717,150,56,1080.98
